id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kategori_sektor,status_higiene_sanitasi,jumlah_tpm,satuan,tahun
393,32,JAWA BARAT,3275,KOTA BEKASI,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,555,UNIT,2019
394,32,JAWA BARAT,3275,KOTA BEKASI,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,431,UNIT,2019
395,32,JAWA BARAT,3275,KOTA BEKASI,JASA BOGA,MEMENUHI SYARAT,108,UNIT,2019
396,32,JAWA BARAT,3275,KOTA BEKASI,JASA BOGA,TIDAK MEMENUHI SYARAT,79,UNIT,2019
397,32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,643,UNIT,2019
398,32,JAWA BARAT,3275,KOTA BEKASI,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,653,UNIT,2019
399,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,797,UNIT,2019
400,32,JAWA BARAT,3275,KOTA BEKASI,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,680,UNIT,2019
401,32,JAWA BARAT,3276,KOTA DEPOK,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,300,UNIT,2019
402,32,JAWA BARAT,3276,KOTA DEPOK,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,176,UNIT,2019
403,32,JAWA BARAT,3276,KOTA DEPOK,JASA BOGA,MEMENUHI SYARAT,148,UNIT,2019
404,32,JAWA BARAT,3276,KOTA DEPOK,JASA BOGA,TIDAK MEMENUHI SYARAT,85,UNIT,2019
405,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,249,UNIT,2019
406,32,JAWA BARAT,3276,KOTA DEPOK,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,148,UNIT,2019
407,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,663,UNIT,2019
408,32,JAWA BARAT,3276,KOTA DEPOK,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,740,UNIT,2019
409,32,JAWA BARAT,3277,KOTA CIMAHI,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,116,UNIT,2019
410,32,JAWA BARAT,3277,KOTA CIMAHI,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,176,UNIT,2019
411,32,JAWA BARAT,3277,KOTA CIMAHI,JASA BOGA,MEMENUHI SYARAT,59,UNIT,2019
412,32,JAWA BARAT,3277,KOTA CIMAHI,JASA BOGA,TIDAK MEMENUHI SYARAT,102,UNIT,2019
413,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,663,UNIT,2019
414,32,JAWA BARAT,3277,KOTA CIMAHI,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,1248,UNIT,2019
415,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,140,UNIT,2019
416,32,JAWA BARAT,3277,KOTA CIMAHI,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,126,UNIT,2019
417,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,7,UNIT,2019
418,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,317,UNIT,2019
419,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA BOGA,MEMENUHI SYARAT,10,UNIT,2019
420,32,JAWA BARAT,3278,KOTA TASIKMALAYA,JASA BOGA,TIDAK MEMENUHI SYARAT,53,UNIT,2019
421,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,179,UNIT,2019
422,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,1546,UNIT,2019
423,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,15,UNIT,2019
424,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,111,UNIT,2019
425,32,JAWA BARAT,3279,KOTA BANJAR,DEPOT AIR MINUM (DAM),MEMENUHI SYARAT,93,UNIT,2019
426,32,JAWA BARAT,3279,KOTA BANJAR,DEPOT AIR MINUM (DAM),TIDAK MEMENUHI SYARAT,25,UNIT,2019
427,32,JAWA BARAT,3279,KOTA BANJAR,JASA BOGA,MEMENUHI SYARAT,13,UNIT,2019
428,32,JAWA BARAT,3279,KOTA BANJAR,JASA BOGA,TIDAK MEMENUHI SYARAT,6,UNIT,2019
429,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN JAJANAN/KANTIN,MEMENUHI SYARAT,193,UNIT,2019
430,32,JAWA BARAT,3279,KOTA BANJAR,MAKANAN JAJANAN/KANTIN,TIDAK MEMENUHI SYARAT,298,UNIT,2019
431,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH MAKAN/RESTORAN,MEMENUHI SYARAT,156,UNIT,2019
432,32,JAWA BARAT,3279,KOTA BANJAR,RUMAH MAKAN/RESTORAN,TIDAK MEMENUHI SYARAT,90,UNIT,2019
