id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,penyebab_kematian,jumlah_kematian,satuan,tahun
172,32,JAWA BARAT,3277,KOTA CIMAHI,TETANUS,0,ORANG,2019
173,32,JAWA BARAT,3277,KOTA CIMAHI,KELAINAN SARAF,0,ORANG,2019
174,32,JAWA BARAT,3277,KOTA CIMAHI,KELAINAN SALURAN CERNA,0,ORANG,2019
175,32,JAWA BARAT,3277,KOTA CIMAHI,LAIN-LAIN,14,ORANG,2019
176,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PNEUMONIA,1,ORANG,2019
177,32,JAWA BARAT,3278,KOTA TASIKMALAYA,DIARE,2,ORANG,2019
178,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MALARIA,0,ORANG,2019
179,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TETANUS,0,ORANG,2019
180,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KELAINAN SARAF,1,ORANG,2019
181,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KELAINAN SALURAN CERNA,1,ORANG,2019
182,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAIN-LAIN,12,ORANG,2019
183,32,JAWA BARAT,3279,KOTA BANJAR,PNEUMONIA,0,ORANG,2019
184,32,JAWA BARAT,3279,KOTA BANJAR,DIARE,3,ORANG,2019
185,32,JAWA BARAT,3279,KOTA BANJAR,MALARIA,0,ORANG,2019
186,32,JAWA BARAT,3279,KOTA BANJAR,TETANUS,0,ORANG,2019
187,32,JAWA BARAT,3279,KOTA BANJAR,KELAINAN SARAF,0,ORANG,2019
188,32,JAWA BARAT,3279,KOTA BANJAR,KELAINAN SALURAN CERNA,0,ORANG,2019
189,32,JAWA BARAT,3279,KOTA BANJAR,LAIN-LAIN,5,ORANG,2019
