kota_administrasi,nama_jalan,panjang_jalan,lebar_jalan,sistem,fungsi,status,nomor_jalan,suffix
jakarta pusat,Toll Ir. Wiyoto Wiyono,500,18,,Toll,Nasional,,0
jakarta pusat,Toll By-Pass (A. Yani),3554,54,,Toll,Nasional,,0
jakarta pusat,Toll Lingkar Dalam (Gatot Subroto),2340,22,,Toll,Nasional,,0
jakarta utara,Toll Bandara (Prof. Sedyatmo),10270,16,,Toll,Nasional,,0
jakarta utara,Toll Pelabuhan,14300,25,,Toll,Nasional,,0
jakarta utara,Toll Pluit - Tomang,1350,18,,Toll,Nasional,,0
jakarta utara,Toll Cacing (Cakung Cilincing),2000,18,,Toll,Nasional,,0
jakarta utara,Toll Ir. Wiyoto Wiyono,3610,18,,Toll,Nasional,,0
jakarta utara,Toll Yos Sudarso,2812,18,,Toll,Nasional,,0
jakarta barat,Toll Bandara (Prof. Sedyatmo),2250,16,,Toll,Kota,,0
jakarta barat,Toll Lingkar Luar Barat,7300,30,,Toll,Kota,,0
jakarta barat,Toll Jakarta - Merak,9200,18,,Toll,Kota,,0
jakarta barat,Toll Pluit - Tomang,3682,18,,Toll,Kota,,0
jakarta barat,Toll Dr. Latumeten,2800,24,,Toll,Kota,,0
jakarta barat,Toll Lingkar Dalam (S. Parman),3900,24,,Toll,Kota,,0
jakarta selatan,Toll Ra. Kartini,3000,21,,Toll,Kota,,0
jakarta selatan,Toll Tb. Simatupang,7300,21,,Toll,Kota,,0
jakarta selatan,Toll Lingkar Dalam (Gatot Subroto),3467,22,,Toll,Kota,,0
jakarta selatan,Toll Lingkar Dalam (Mt. Haryono),2548,18,,Toll,Kota,,0
jakarta timur,Toll Jakarta - Cikampek,4550,18,,Toll,Kota,,0
jakarta timur,Toll Jagorawi,14200,40,,Toll,Kota,,0
jakarta timur,Toll Tb. Simatupang,2900,21,,Toll,Kota,,0
jakarta timur,Toll Lingkar Luar Cikunir,5750,18,,Toll,Kota,,0
jakarta timur,Toll Cacing (Cakung Cilincing),3000,18,,Toll,Kota,,0
jakarta timur,Toll By-Pass (A. Yani),1946,54,,Toll,Kota,,0
jakarta timur,Toll By-Pass (Di. Panjaitan),3500,30,,Toll,Kota,,0
jakarta timur,Toll Lingkar Dalam (Mt. Haryono),1452,18,,Toll,Kota,,0
jakarta pusat,Gatot Subroto,2173,20,Primer,Arteri,Nasional,2795,5
jakarta pusat,Gatot Subroto,313,20,Primer,Arteri,Nasional,2795,6
jakarta pusat,Gelora 1 (Pejompongan - Kebayoran Lama),788,15,Primer,Kolektor,Propinsi,1877,0
jakarta pusat,Gelora 7 (Pejompongan - Kebayoran Lama),500,15,Primer,Kolektor,Propinsi,4584,0
jakarta pusat,Angkasa Raya,1500,30,Sekunder,Arteri,Propinsi,321,0
jakarta pusat,Arief Rachman Hakim,300,16,Sekunder,Arteri,Propinsi,35,0
jakarta pusat,Asia Afrika,1650,20,Sekunder,Arteri,Propinsi,39,0
jakarta pusat,Balikpapan,400,27,Sekunder,Arteri,Propinsi,,0
jakarta pusat,Benyamin Sueb (Ex.Landasan Selatan) (Sebagian),4050,50,Sekunder,Arteri,Propinsi,634,2
jakarta pusat,Cideng Barat,413,10,Sekunder,Arteri,Propinsi,294,1
jakarta pusat,Cideng Barat,2000,10,Sekunder,Arteri,Propinsi,294,2
jakarta pusat,Cideng Timur,2000,10,Sekunder,Arteri,Propinsi,296,1
jakarta pusat,Cideng Timur,413,10,Sekunder,Arteri,Propinsi,296,2
jakarta pusat,Cikini Raya,1680,12,Sekunder,Arteri,Propinsi,312,0
jakarta pusat,Dakota Raya,932,7,Sekunder,Arteri,Propinsi,524,0
jakarta pusat,Diponegoro,1890,18,Sekunder,Arteri,Propinsi,370,1
jakarta pusat,Diponegoro,109,18,Sekunder,Arteri,Propinsi,370,2
jakarta pusat,Diponegoro,656,18,Sekunder,Arteri,Propinsi,370,3
jakarta pusat,Fachrudin,380,18,Sekunder,Arteri,Propinsi,,0
jakarta pusat,Gajah Mada (Sebagian),775,24,Sekunder,Arteri,Propinsi,10044,1
jakarta pusat,Garuda,970,20,Sekunder,Arteri,Propinsi,399,0
jakarta pusat,Gelora / Lapangan Tembak,825,9,Sekunder,Arteri,Propinsi,,
jakarta pusat,Gerbang Pemuda,1020,22,Sekunder,Arteri,Propinsi,20171,0
jakarta pusat,Gunung Sahari 5,241,7,Sekunder,Arteri,Propinsi,420,0
jakarta pusat,Gunung Sahari Raya (Sebagian),4066,26,Sekunder,Arteri,Propinsi,415,2
jakarta pusat,"Hasyim Ashari, Kh",1114,22,Sekunder,Arteri,Propinsi,413,1
jakarta pusat,"Hasyim Ashari, Kh",1100,22,Sekunder,Arteri,Propinsi,413,2
jakarta pusat,Hayam Huruk (Sebagian),772,20,Sekunder,Arteri,Propinsi,10043,1
jakarta pusat,Hos. Cokroaminoto,1819,11,Sekunder,Arteri,Propinsi,327,0
jakarta pusat,Imam Bonjol,1330,18,Sekunder,Arteri,Propinsi,129,0
jakarta pusat,Industri Raya,770,11,Sekunder,Arteri,Propinsi,4928,0
jakarta pusat,Jatibaru,750,20,Sekunder,Arteri,Propinsi,3971,0
jakarta pusat,Jatibunder,777,13,Sekunder,Arteri,Propinsi,507,0
jakarta pusat,Juanda H.Ir,1050,17,Sekunder,Arteri,Propinsi,10022,0
jakarta pusat,Karet Pasar Baru Barat,900,14,Sekunder,Arteri,Propinsi,77459,0
jakarta pusat,Karet Pasar Baru Timur / Rm. Margono Djojohadikoesoemo,680,14,Sekunder,Arteri,Propinsi,443,0
jakarta pusat,Kebon Jati,450,9,Sekunder,Arteri,Propinsi,9098,0
jakarta pusat,Kebon Sirih Raya,562,17,Sekunder,Arteri,Propinsi,712,1
jakarta pusat,Kebon Sirih Raya,1388,17,Sekunder,Arteri,Propinsi,712,2
jakarta pusat,Kemayoran Gempol Raya,1157,14,Sekunder,Arteri,Propinsi,12157,0
jakarta pusat,Kh. Imam Mahbub,492,10,Sekunder,Arteri,Propinsi,4250,0
jakarta pusat,Kramat Bunder,490,25,Sekunder,Arteri,Propinsi,840,0
jakarta pusat,Kramat Raya,1391,40,Sekunder,Arteri,Propinsi,9042,0
jakarta pusat,Kwitang,672,12,Sekunder,Arteri,Propinsi,955,0
jakarta pusat,Kyai Caringin,500,30,Sekunder,Arteri,Propinsi,10111,0
jakarta pusat,Landasan Barat,685,35,Sekunder,Arteri,Propinsi,52307,0
jakarta pusat,Landasan Timur,666,35,Sekunder,Arteri,Propinsi,52307,0
jakarta pusat,Majapahit,430,33,Sekunder,Arteri,Propinsi,11674,0
jakarta pusat,Mangga Besar Raya (Sebagian,357,15,Sekunder,Arteri,Propinsi,1624,3
jakarta pusat,"Mas Mansyur, Kh",2695,20,Sekunder,Arteri,Propinsi,692,0
jakarta pusat,Matraman Dalam,320,20,Sekunder,Arteri,Propinsi,694,0
jakarta pusat,Medan Merdeka Barat,937,35,Sekunder,Arteri,Propinsi,11456,0
jakarta pusat,Medan Merdeka Selatan,937,35,Sekunder,Arteri,Propinsi,1020,0
jakarta pusat,Medan Merdeka Timur,963,30,Sekunder,Arteri,Propinsi,697,0
jakarta pusat,Medan Merdeka Utara,900,35,Sekunder,Arteri,Propinsi,1022,0
jakarta pusat,Menteng Raya,530,16,Sekunder,Arteri,Propinsi,8559,0
jakarta pusat,Moh. Husni Thamrin,250,35,Sekunder,Arteri,Propinsi,700,1
jakarta pusat,Moh. Husni Thamrin,500,35,Sekunder,Arteri,Propinsi,700,2
jakarta pusat,Moh. Husni Thamrin,1500,35,Sekunder,Arteri,Propinsi,700,3
jakarta pusat,Moh. Husni Thamrin / Bundaran Hotel Indonesia,370,35,Sekunder,Arteri,Propinsi,700,4
jakarta pusat,Moh. Ichwan Ridwan Rais,400,25,Sekunder,Arteri,Propinsi,10070,0
jakarta pusat,Pangeran Jayakarta (Sebagian),1205,21,Sekunder,Arteri,Propinsi,1075,1
jakarta pusat,Pasar Senen,972,22,Sekunder,Arteri,Propinsi,1080,0
jakarta pusat,Pejompongan,1400,10,Sekunder,Arteri,Propinsi,1120,0
jakarta pusat,Penjernihan Raya,1274,21,Sekunder,Arteri,Propinsi,1133,0
jakarta pusat,Perwira,360,11,Sekunder,Arteri,Propinsi,,0
jakarta pusat,Pos,485,20,Sekunder,Arteri,Propinsi,9847,0
jakarta pusat,Pramuka Raya,2500,35,Sekunder,Arteri,Propinsi,1235,0
jakarta pusat,Prapatan,910,10,Sekunder,Arteri,Propinsi,1241,0
jakarta pusat,Proklamasi,873,14,Sekunder,Arteri,Propinsi,14032,0
jakarta pusat,Rajawali Selatan Raya,818,18,Sekunder,Arteri,Propinsi,16019,0
jakarta pusat,Salemba Raya,1377,40,Sekunder,Arteri,Propinsi,1308,0
jakarta pusat,"Samanhudi,Kh",1025,20,Sekunder,Arteri,Propinsi,439,0
jakarta pusat,Serdang 3,793,7,Sekunder,Arteri,Propinsi,9973,0
jakarta pusat,"Sudirman, Jend",610,40,Sekunder,Arteri,Propinsi,505,1
jakarta pusat,"Sudirman, Jend",550,40,Sekunder,Arteri,Propinsi,505,2
jakarta pusat,"Sudirman, Jend",2198,40,Sekunder,Arteri,Propinsi,505,3
jakarta pusat,"Sudirman, Jend",550,40,Sekunder,Arteri,Propinsi,505,4
jakarta pusat,"Sudirman, Jend",1053,40,Sekunder,Arteri,Propinsi,505,0
jakarta pusat,Sukardjo Wiryopranoto,970,15,Sekunder,Arteri,Propinsi,4609,0
jakarta pusat,"Suprapto, Letjend",4310,31,Sekunder,Arteri,Propinsi,972,0
jakarta pusat,"Suratmo, Dr",375,20,Sekunder,Arteri,Propinsi,1623,0
jakarta pusat,Suryo Pranoto,715,27,Sekunder,Arteri,Propinsi,1383,0
jakarta pusat,"Sutomo, Dr",478,25,Sekunder,Arteri,Propinsi,374,0
jakarta pusat,Tambak,540,18,Sekunder,Arteri,Propinsi,1417,0
jakarta pusat,Tanah Tinggi Barat,300,10,Sekunder,Arteri,Propinsi,1452,0
jakarta pusat,Tanah Tinggi Timur,300,10,Sekunder,Arteri,Propinsi,37629,0
jakarta pusat,Utan Panjang Barat,560,10,Sekunder,Arteri,Propinsi,1620,0
jakarta pusat,Utan Panjang Timur,925,10,Sekunder,Arteri,Propinsi,12612,0
jakarta pusat,Veteran Raya,1050,20,Sekunder,Arteri,Propinsi,1486,0
jakarta pusat,"Wahid Hasyim, Kh",408,14,Sekunder,Arteri,Propinsi,3875,1
jakarta pusat,"Wahid Hasyim, Kh",488,14,Sekunder,Arteri,Propinsi,3875,2
jakarta pusat,"Wahid Hasyim, Kh",800,14,Sekunder,Arteri,Propinsi,3875,3
jakarta pusat,"Wahid Hasyim, Kh",1288,14,Sekunder,Arteri,Propinsi,3875,4
jakarta pusat,Abdul Muis,1336,14,Sekunder,Kolektor,Propinsi,1,0
jakarta pusat,Abdul Rachman Saleh,484,7,Sekunder,Kolektor,Propinsi,2,0
jakarta pusat,Abdul Rachman Saleh 1,362,7,Sekunder,Kolektor,Propinsi,3,0
jakarta pusat,"Agus Salim, K.H",450,14,Sekunder,Kolektor,Propinsi,9,1
jakarta pusat,"Agus Salim, K.H",800,14,Sekunder,Kolektor,Propinsi,9,2
jakarta pusat,"Agus Salim, K.H",200,14,Sekunder,Kolektor,Propinsi,9,3
jakarta pusat,Alaydrus,772,7,Sekunder,Kolektor,Propinsi,11,0
jakarta pusat,Am Sangaji,1165,9,Sekunder,Kolektor,Propinsi,727,0
jakarta pusat,Antara,342,11,Sekunder,Kolektor,Propinsi,24,0
jakarta pusat,B Kartini Raya,348,8,Sekunder,Kolektor,Propinsi,104,0
jakarta pusat,Baladewa,712,8,Sekunder,Kolektor,Propinsi,45,0
jakarta pusat,Batu Ceper,749,9,Sekunder,Kolektor,Propinsi,68,0
jakarta pusat,Batu Tulis 13,450,9,Sekunder,Kolektor,Propinsi,86,0
jakarta pusat,Batu Tulis Raya,640,9,Sekunder,Kolektor,Propinsi,73,0
jakarta pusat,Belawan,250,7,Sekunder,Kolektor,Propinsi,87,0
jakarta pusat,Bendungan Hilir 15,100,7,Sekunder,Kolektor,Propinsi,12673,0
jakarta pusat,Bendungan Hilir 4,152,7,Sekunder,Kolektor,Propinsi,93,0
jakarta pusat,Bendungan Hilir Raya,2250,14,Sekunder,Kolektor,Propinsi,89,0
jakarta pusat,Bendungan Jago,1100,24,Sekunder,Kolektor,Propinsi,103,0
jakarta pusat,Bendungan Jatiluhur,790,7,Sekunder,Kolektor,Propinsi,4043,0
jakarta pusat,Bendungan Walahar,439,7,Sekunder,Kolektor,Propinsi,20068,0
jakarta pusat,Bengawan,150,7,Sekunder,Kolektor,Propinsi,10032,0
jakarta pusat,Biak,600,12,Sekunder,Kolektor,Propinsi,119,0
jakarta pusat,Blora,374,15,Sekunder,Kolektor,Propinsi,88,0
jakarta pusat,Brantas,225,7,Sekunder,Kolektor,Propinsi,4115,0
jakarta pusat,Budi Kemuliaan Raya,552,12,Sekunder,Kolektor,Propinsi,135,0
jakarta pusat,Budi Utomo,367,22,Sekunder,Kolektor,Propinsi,139,0
jakarta pusat,Bungur Besar 6,324,18,Sekunder,Kolektor,Propinsi,149,0
jakarta pusat,Bungur Besar Raya,1182,18,Sekunder,Kolektor,Propinsi,143,0
jakarta pusat,Cempaka Baru Timur,750,7,Sekunder,Kolektor,Propinsi,11956,0
jakarta pusat,Cempaka Putih Barat,196,8,Sekunder,Kolektor,Propinsi,171,0
jakarta pusat,Cempaka Putih Barat 25,224,7,Sekunder,Kolektor,Propinsi,199,0
jakarta pusat,Cempaka Putih Barat 26,2320,7,Sekunder,Kolektor,Propinsi,200,0
jakarta pusat,Cempaka Putih Barat 4,282,7,Sekunder,Kolektor,Propinsi,200,0
jakarta pusat,Cempaka Putih Raya,1530,15,Sekunder,Kolektor,Propinsi,170,0
jakarta pusat,Cempaka Putih Tengah,1545,7,Sekunder,Kolektor,Propinsi,807,0
jakarta pusat,Cempaka Putih Tengah 10,203,7,Sekunder,Kolektor,Propinsi,165,0
jakarta pusat,Cempaka Putih Tengah 2,295,7,Sekunder,Kolektor,Propinsi,807,0
jakarta pusat,Cempaka Putih Tengah Rsi,448,7,Sekunder,Kolektor,Propinsi,217,0
jakarta pusat,Cempaka Putih Timur,1676,15,Sekunder,Kolektor,Propinsi,12179,0
jakarta pusat,Cempaka Putih Utara,850,7,Sekunder,Kolektor,Propinsi,194,0
jakarta pusat,Cepunegara,400,7,Sekunder,Kolektor,Propinsi,88691,0
jakarta pusat,Cibanten,160,4,Sekunder,Kolektor,Propinsi,88691,0
jakarta pusat,Cideng Barat Dalam,300,7,Sekunder,Kolektor,Propinsi,10030,0
jakarta pusat,Cikini 6,600,7,Sekunder,Kolektor,Propinsi,88420,0
jakarta pusat,Cilacap,340,7,Sekunder,Kolektor,Propinsi,313,0
jakarta pusat,Cilosari,600,7,Sekunder,Kolektor,Propinsi,316,0
jakarta pusat,Cimahi,300,7,Sekunder,Kolektor,Propinsi,7746,0
jakarta pusat,Cimandiri,510,7,Sekunder,Kolektor,Propinsi,319,0
jakarta pusat,Cipunagara,363,7,Sekunder,Kolektor,Propinsi,44681,0
jakarta pusat,Citarum,800,7,Sekunder,Kolektor,Propinsi,325,0
jakarta pusat,Cut Mutia,564,9,Sekunder,Kolektor,Propinsi,3955,0
jakarta pusat,Cut Nyak Dien,544,9,Sekunder,Kolektor,Propinsi,329,0
jakarta pusat,Danau Tondano,500,10,Sekunder,Kolektor,Propinsi,366,0
jakarta pusat,Duri Pasar,650,7,Sekunder,Kolektor,Propinsi,13032,0
jakarta pusat,Galur ,600,16,Sekunder,Kolektor,Propinsi,33853,0
jakarta pusat,Galur Selatan,600,8,Sekunder,Kolektor,Propinsi,248,0
jakarta pusat,Gedung Kesenian,291,20,Sekunder,Kolektor,Propinsi,402,0
jakarta pusat,Gelora ( Ex. Lapangan Tembak),804,22,Sekunder,Kolektor,Propinsi,3459,0
jakarta pusat,Gunung Sahari 1,280,7,Sekunder,Kolektor,Propinsi,416,0
jakarta pusat,Gunung Sahari 11,423,7,Sekunder,Kolektor,Propinsi,428,0
jakarta pusat,Gunung Sahari 2,318,7,Sekunder,Kolektor,Propinsi,12028,0
jakarta pusat,Gunung Sahari 3,311,7,Sekunder,Kolektor,Propinsi,425,0
jakarta pusat,Gunung Sahari 7a,1159,7,Sekunder,Kolektor,Propinsi,423,0
jakarta pusat,Hang Lekir 1,426,10,Sekunder,Kolektor,Propinsi,2829,0
jakarta pusat,Hati Suci,204,8,Sekunder,Kolektor,Propinsi,20028,0
jakarta pusat,Howitzer,753,8,Sekunder,Kolektor,Propinsi,464,0
jakarta pusat,Jaksa,785,7,Sekunder,Kolektor,Propinsi,825,0
jakarta pusat,Jatibaru Barat,100,7,Sekunder,Kolektor,Propinsi,10110,0
jakarta pusat,Jatibaru Bengkel,300,7,Sekunder,Kolektor,Propinsi,10091,0
jakarta pusat,Jatibaru Timur,150,7,Sekunder,Kolektor,Propinsi,10133,0
jakarta pusat,Johar,290,9,Sekunder,Kolektor,Propinsi,508,0
jakarta pusat,Johar Baru,900,7,Sekunder,Kolektor,Propinsi,509,0
jakarta pusat,Johar Baru 1,317,7,Sekunder,Kolektor,Propinsi,3748,0
jakarta pusat,Johar Baru 2,312,7,Sekunder,Kolektor,Propinsi,511,0
jakarta pusat,Johar Baru 4,323,7,Sekunder,Kolektor,Propinsi,513,0
jakarta pusat,Johar Baru 5,272,7,Sekunder,Kolektor,Propinsi,3753,0
jakarta pusat,"Juanda 3, Ir, H",750,7,Sekunder,Kolektor,Propinsi,158,0
jakarta pusat,Kali Baru Timur 1,170,7,Sekunder,Kolektor,Propinsi,542,0
jakarta pusat,Kali Baru Timur 3,760,14,Sekunder,Kolektor,Propinsi,533,0
jakarta pusat,Kali Baru Timur 4,750,14,Sekunder,Kolektor,Propinsi,535,0
jakarta pusat,Kali Baru Timur 6,750,14,Sekunder,Kolektor,Propinsi,998,0
jakarta pusat,Kali Lio,375,7,Sekunder,Kolektor,Propinsi,12793,0
jakarta pusat,Kampung Bali 6,200,7,Sekunder,Kolektor,Propinsi,20114,0
jakarta pusat,Kampung Rawa Selatan,1000,15,Sekunder,Kolektor,Propinsi,8933,0
jakarta pusat,Kampung Rawa Selatan 4,417,7,Sekunder,Kolektor,Propinsi,8349,0
jakarta pusat,Karang Anyar,570,7,Sekunder,Kolektor,Propinsi,83978,0
jakarta pusat,Karang Anyar A,570,9,Sekunder,Kolektor,Propinsi,1627,0
jakarta pusat,Karang Anyar B,400,7,Sekunder,Kolektor,Propinsi,5393,0
jakarta pusat,Karang Anyar Krekot Jaya,771,7,Sekunder,Kolektor,Propinsi,5393,0
jakarta pusat,Karang Anyar Utara,600,7,Sekunder,Kolektor,Propinsi,24266,0
jakarta pusat,Kartini Raya,1180,7,Sekunder,Kolektor,Propinsi,617,0
jakarta pusat,Kathedral,163,10,Sekunder,Kolektor,Propinsi,8738,0
jakarta pusat,Kebon Jahe Kober,300,8,Sekunder,Kolektor,Propinsi,8591,0
jakarta pusat,Kebon Kacang 1,787,7,Sekunder,Kolektor,Propinsi,636,0
jakarta pusat,Kebon Kacang 10,150,7,Sekunder,Kolektor,Propinsi,646,0
jakarta pusat,Kebon Kacang 11,551,20,Sekunder,Kolektor,Propinsi,1005,0
jakarta pusat,Kebon Kacang 29,300,7,Sekunder,Kolektor,Propinsi,20017,0
jakarta pusat,Kebon Kacang 30,500,7,Sekunder,Kolektor,Propinsi,666,0
jakarta pusat,Kebon Kacang 41,656,8,Sekunder,Kolektor,Propinsi,1421,0
jakarta pusat,Kebon Kacang 6,539,7,Sekunder,Kolektor,Propinsi,442,0
jakarta pusat,Kebon Kacang 8,208,9,Sekunder,Kolektor,Propinsi,20057,0
jakarta pusat,Kebon Kacang 9,742,12,Sekunder,Kolektor,Propinsi,645,0
jakarta pusat,Kebon Kacang Raya,1233,7,Sekunder,Kolektor,Propinsi,636,0
jakarta pusat,Kebon Kosong Raya,300,7,Sekunder,Kolektor,Propinsi,685,0
jakarta pusat,Kebon Melati,280,7,Sekunder,Kolektor,Propinsi,18008,0
jakarta pusat,Kebon Sirih Timur,700,7,Sekunder,Kolektor,Propinsi,24267,0
jakarta pusat,Kelinci Raya,400,7,Sekunder,Kolektor,Propinsi,814,0
jakarta pusat,Kembang,566,7,Sekunder,Kolektor,Propinsi,842,0
jakarta pusat,Kembang Pacar,325,7,Sekunder,Kolektor,Propinsi,753,0
jakarta pusat,Kembang Sepatu,700,7,Sekunder,Kolektor,Propinsi,752,0
jakarta pusat,Kendal,588,9,Sekunder,Kolektor,Propinsi,757,0
jakarta pusat,Kepu Selatan,720,16,Sekunder,Kolektor,Propinsi,778,0
jakarta pusat,Kepu Timur,800,16,Sekunder,Kolektor,Propinsi,779,0
jakarta pusat,Kesehatan,220,7,Sekunder,Kolektor,Propinsi,786,0
jakarta pusat,Kimia,483,7,Sekunder,Kolektor,Propinsi,14098,0
jakarta pusat,Kodam Raya,400,12,Sekunder,Kolektor,Propinsi,12609,0
jakarta pusat,Kramat 2,765,7,Sekunder,Kolektor,Propinsi,851,0
jakarta pusat,Kramat 4,517,7,Sekunder,Kolektor,Propinsi,832,0
jakarta pusat,Kramat Jaya Baru,750,7,Sekunder,Kolektor,Propinsi,675,0
jakarta pusat,Kramat Jaya Baru 4,253,6,Sekunder,Kolektor,Propinsi,3792,0
jakarta pusat,Kramat Jaya Baru 4,416,7,Sekunder,Kolektor,Propinsi,8288,0
jakarta pusat,Kramat Pulo,1060,7,Sekunder,Kolektor,Propinsi,12716,0
jakarta pusat,Kramat Pulo Dalam,525,7,Sekunder,Kolektor,Propinsi,12796,0
jakarta pusat,Kramat Pulo Dalam 1,225,7,Sekunder,Kolektor,Propinsi,8224,0
jakarta pusat,Kramat Pulo Gundul ,1076,11,Sekunder,Kolektor,Propinsi,909,0
jakarta pusat,Kramat Pulo Gundul Sd,49,11,Sekunder,Kolektor,Propinsi,409,0
jakarta pusat,Kramat Sintiong,660,7,Sekunder,Kolektor,Propinsi,296,0
jakarta pusat,Krekot Bunder,335,7,Sekunder,Kolektor,Propinsi,938,0
jakarta pusat,Krekot Jaya,290,7,Sekunder,Kolektor,Propinsi,105,0
jakarta pusat,Kudus,348,6,Sekunder,Kolektor,Propinsi,13370,0
jakarta pusat,Kusuma Atmaja,1060,19,Sekunder,Kolektor,Propinsi,90,0
jakarta pusat,Kwini 1,215,7,Sekunder,Kolektor,Propinsi,953,0
jakarta pusat,Kwini 2,702,7,Sekunder,Kolektor,Propinsi,954,0
jakarta pusat,Lapangan Banteng Barat,177,12,Sekunder,Kolektor,Propinsi,961,0
jakarta pusat,Lapangan Banteng Selatan,337,12,Sekunder,Kolektor,Propinsi,962,0
jakarta pusat,Lapangan Banteng Timur,320,12,Sekunder,Kolektor,Propinsi,963,0
jakarta pusat,Lapangan Banteng Utara,365,12,Sekunder,Kolektor,Propinsi,964,0
jakarta pusat,Latuharhary,1700,7,Sekunder,Kolektor,Propinsi,973,0
jakarta pusat,Lautze,1250,21,Sekunder,Kolektor,Propinsi,967,0
jakarta pusat,Madiun,353,9,Sekunder,Kolektor,Propinsi,7752,0
jakarta pusat,Mangga Besar 13,925,7,Sekunder,Kolektor,Propinsi,2226,0
jakarta pusat,Mangga Dua Dalam,625,22,Sekunder,Kolektor,Propinsi,10001,0
jakarta pusat,Mangun Sarkoro,1600,13,Sekunder,Kolektor,Propinsi,1003,0
jakarta pusat,Mardani Raya,1005,7,Sekunder,Kolektor,Propinsi,1011,0
jakarta pusat,Moh. Ali,600,14,Sekunder,Kolektor,Propinsi,719,0
jakarta pusat,"Moh. Yamin, Prof.",1710,18,Sekunder,Kolektor,Propinsi,71680,0
jakarta pusat,Musi,630,13,Sekunder,Kolektor,Propinsi,10215,0
jakarta pusat,Musium,325,8,Sekunder,Kolektor,Propinsi,1062,0
jakarta pusat,Narada,700,13,Sekunder,Kolektor,Propinsi,741,0
jakarta pusat,Palmerah Raya,739,8,Sekunder,Kolektor,Propinsi,34885,0
jakarta pusat,Pam,225,7,Sekunder,Kolektor,Propinsi,9968,0
jakarta pusat,Pamekasan,255,8,Sekunder,Kolektor,Propinsi,7836,0
jakarta pusat,Pangeran Jayakarta Dalam,338,7,Sekunder,Kolektor,Propinsi,16820,0
jakarta pusat,Pasar Baru,625,7,Sekunder,Kolektor,Propinsi,1076,0
jakarta pusat,Pasar Baru Selatan,660,10,Sekunder,Kolektor,Propinsi,769,0
jakarta pusat,Pasar Baru Timur,580,7,Sekunder,Kolektor,Propinsi,1078,0
jakarta pusat,Paseban ,820,8,Sekunder,Kolektor,Propinsi,1081,0
jakarta pusat,Paseban Dalam 1,223,16,Sekunder,Kolektor,Propinsi,1316,0
jakarta pusat,Pasuruan,436,7,Sekunder,Kolektor,Propinsi,1109,0
jakarta pusat,Patal Senayan,303,12,Sekunder,Kolektor,Propinsi,11706,0
jakarta pusat,Pecenongan,603,7,Sekunder,Kolektor,Propinsi,1112,0
jakarta pusat,Pejambon,637,16,Sekunder,Kolektor,Propinsi,1115,0
jakarta pusat,Pelataran Monas Barat,191,45,Sekunder,Kolektor,Propinsi,10047,0
jakarta pusat,Pelataran Monas Selatan,173,45,Sekunder,Kolektor,Propinsi,2245,0
jakarta pusat,Pelataran Monas Timur,191,45,Sekunder,Kolektor,Propinsi,10038,0
jakarta pusat,Pelataran Monas Utara,171,45,Sekunder,Kolektor,Propinsi,1041,0
jakarta pusat,Penjernihan 1 (Pam Lama),596,7,Sekunder,Kolektor,Propinsi,4013,0
jakarta pusat,Penjernihan 6,375,7,Sekunder,Kolektor,Propinsi,77482,0
jakarta pusat,Percetakan Negara,1720,11,Sekunder,Kolektor,Propinsi,1138,0
jakarta pusat,Percetakan Negara 1,500,11,Sekunder,Kolektor,Propinsi,1139,0
jakarta pusat,Percetakan Negara 11,405,9,Sekunder,Kolektor,Propinsi,1150,0
jakarta pusat,Percetakan Negara 2,993,7,Sekunder,Kolektor,Propinsi,1140,0
jakarta pusat,Percetakan Negara 2a,893,7,Sekunder,Kolektor,Propinsi,1140,0
jakarta pusat,Percetakan Negara 4,299,9,Sekunder,Kolektor,Propinsi,3767,0
jakarta pusat,Percetakan Negara 5,600,7,Sekunder,Kolektor,Propinsi,1144,0
jakarta pusat,Percetakan Negara 6,575,7,Sekunder,Kolektor,Propinsi,8496,0
jakarta pusat,Percetakan Negara 9,400,12,Sekunder,Kolektor,Propinsi,22091,0
jakarta pusat,Percetakan Negara 9a,300,12,Sekunder,Kolektor,Propinsi,8039,0
jakarta pusat,Persatuan Guru,500,7,Sekunder,Kolektor,Propinsi,1151,0
jakarta pusat,Petamburan (Exs. Jati Pinggir),200,7,Sekunder,Kolektor,Propinsi,7800,0
jakarta pusat,Petojo Enclek 14,256,8,Sekunder,Kolektor,Propinsi,10052,0
jakarta pusat,Pintu 1 Senayan (Pintu Gelora 1),853,12,Sekunder,Kolektor,Propinsi,88692,0
jakarta pusat,Pintu 7 Senayan (Pintu Gelora 7),800,8,Sekunder,Kolektor,Propinsi,24523,0
jakarta pusat,Pintu Air 1/Rel Ka.,650,7,Sekunder,Kolektor,Propinsi,16030,0
jakarta pusat,Pintu Air Raya,800,20,Sekunder,Kolektor,Propinsi,3179,0
jakarta pusat,Plaju,279,6,Sekunder,Kolektor,Propinsi,1111,0
jakarta pusat,Pramuka Jati,696,8,Sekunder,Kolektor,Propinsi,18012,0
jakarta pusat,Pulo Gundul,1076,10,Sekunder,Kolektor,Propinsi,3717,0
jakarta pusat,Raden Saleh ,1450,11,Sekunder,Kolektor,Propinsi,14006,0
jakarta pusat,Rajawali Selatan 1,550,7,Sekunder,Kolektor,Propinsi,1257,0
jakarta pusat,Rajawali Selatan 12,615,12,Sekunder,Kolektor,Propinsi,1268,0
